5.194371349224541357e-01,3.937785242004159247e-01,3.344598646032539424e-01,7.827682140807156186e-01,2.468546706366331334e-01,8.257079101790431030e-01,6.968252875220954934e-01,4.575709916751387052e-01,9.611116269336105189e-01,5.057318143923352771e-01,7.127084800990253211e-01,9.001585613824245602e-01,8.642625026067468630e-01,7.061158279034729368e-02,5.336707001701811448e-01,2.224134992581693337e-01,8.262952837303206843e-01,4.892346577421946563e-02,3.175396803179796335e-01,4.714330644447883856e-02,5.077392371266745696e-01,8.300047650525215204e-01,2.176692333772471954e-01,1.769225189604750614e-02,5.753132759386094808e-01,7.759320533315815505e-01,6.856494025703356865e-01,2.486144301533980139e-01,9.237418192255744120e-01,2.434091405045547551e-01,9.992956924056636270e-01,5.227771981640567667e-01,7.003199979797053443e-01,1.835691740311540254e-02,9.059998155023230026e-04,6.899349637814083946e-01,3.413271441572772735e-01,8.049504878285602683e-01,5.530019511929270548e-01,3.368026337177458807e-01,4.989812665354298460e-01,4.715227811070075159e-01,2.598850309842645201e-01,3.427473636390290235e-01,3.012547040399530252e-01,9.340192313673921776e-01,5.820649902141536991e-01,9.404797804293357766e-01,1.353637317287513797e-01,8.313434847555439822e-01
7.095104655151972528e-01,3.248143924043587205e-01,5.244244515700038356e-01,3.662536130685118962e-01,4.785146531378173806e-01,2.798182020016519722e-01,3.454739427208527447e-01,7.614729796040147214e-01,7.497009962567628971e-01,5.341993606125425842e-01,8.620492943694251231e-01,4.825176720048086620e-01,4.808945214647480926e-01,4.212164323149725220e-01,9.529401000118908893e-02,2.225135149581670690e-01,9.065564334428292126e-01,8.402255323907330542e-01,9.906039322824745641e-01,2.805043314016693046e-01,7.107757675476272796e-01,2.847328736647214420e-01,7.514202633865922909e-01,6.655923865401580652e-01,9.655062991820274609e-01,4.845789329687344438e-02,9.032873065196278528e-02,6.339661476755008573e-01,1.243543784563382326e-01,8.459519516918982962e-01,5.054176786068076410e-01,5.812634067598265730e-02,7.154896863119274419e-01,2.520502447979182659e-01,3.755554221220978039e-01,9.878193844791034461e-01,6.079760263271414278e-01,8.691964276257757582e-01,8.845671992042261067e-01,8.950824570112944079e-01,3.943446856449683846e-02,3.318292147889788657e-01,2.707751856795714840e-02,5.441373427767024484e-01,7.220873978625830247e-01,5.781054577323319066e-01,8.188519800452365160e-01,7.015194712188150827e-01,8.827804951177012915e-01,3.441512113048967869e-01
9.640236585361436905e-01,8.035711987984802684e-01,8.610733499761688003e-01,4.881811181387106791e-01,3.625797452957612022e-01,7.820903458211971859e-01,3.381998132468113649e-01,2.164306944974402347e-01,3.899278999900871456e-01,4.330905987912074817e-01,9.978834677961265776e-01,1.750317590025314285e-01,5.013854915476034790e-01,1.941086302725210100e-01,3.970890194401344164e-01,2.781381882481448464e-03,3.276982513265225272e-01,1.589451348786743434e-01,2.094947950666178338e-01,7.301303719786401691e-01,9.046528838495649927e-01,3.545466635189541416e-01,9.175108329643621996e-01,1.016752181254158005e-01,8.115270061990929040e-01,6.492739413649173397e-02,5.528258414753843830e-01,3.135873240625521863e-01,5.610504782285542502e-01,3.199734761715322673e-02,1.240830967663333340e-01,6.365509584501505280e-02,3.990044522216682488e-01,5.267391992440811910e-01,4.679037486745859509e-01,6.215723023543057169e-01,2.032330698955263637e-01,2.589245008431853012e-01,7.496329765105502752e-03,9.477681479359908456e-01,8.662911793658607529e-01,5.403094549307603245e-01,2.770256133341068017e-01,2.994815167533524392e-01,9.169628738030838333e-01,2.977487441162544046e-01,3.435342848691055329e-01,7.687963368603897285e-01,4.102766042774526056e-01,1.562160865015903566e-01
9.007295294775039540e-01,1.531343730748727650e-01,5.701854583215260064e-02,4.562419116231430927e-02,9.591734533110529703e-01,8.299625478940836354e-01,1.731597780540503617e-01,6.415684854417282867e-01,5.102651953630850112e-01,4.942303774343829170e-01,1.937254027976078596e-01,4.859880206520886814e-01,3.630014575108173602e-01,5.578838906643792672e-01,7.181450042577273152e-01,9.182056705530261542e-01,4.125759692386380406e-01,7.029137274279300129e-01,5.862780983299573645e-01,6.257668189127888470e-01,6.935763005415174209e-02,2.828647934178374346e-01,4.248976554318362187e-01,3.555533475173281444e-01,1.792211982998752617e-01,6.903987185156325035e-01,8.676532567309293009e-01,2.222686544732985769e-01,3.523545415508040346e-01,1.210321619494496570e-01,8.898137984900197361e-01,2.561652476693935254e-01,8.605297885019141946e-01,7.117238831103445129e-01,2.417107577936805640e-01,2.639709847024584999e-01,9.275828679715975023e-01,4.667580227049961117e-02,4.763463041497979500e-01,4.664230441401403526e-01,2.979809989146711136e-01,1.609733988526818038e-03,1.103232011106161092e-01,5.668669326606047276e-01,7.164184805775509757e-01,1.404887841476158972e-01,1.211405543164661980e-01,2.256351122836318668e-01,8.784925667207772459e-01,1.382550444285853830e-01
9.823167509856259860e-01,8.733656922183982152e-01,4.548650171632605543e-01,8.397641221963298985e-01,3.524800515740332818e-01,6.522846472690158048e-01,3.232177150564291557e-01,8.789462247398769357e-01,2.960640860905536798e-01,8.745093047709699974e-01,5.655561596454252715e-01,4.081544228722218115e-01,4.574221325756437917e-01,8.477536076992764347e-01,6.607619254631563743e-01,2.284420037402303816e-01,8.583250953393264382e-01,9.710323012761216122e-01,8.632015154733587714e-01,3.964151585236127540e-01,2.510367615333205515e-01,5.305923637516163360e-02,5.108168172950587893e-01,2.666774939201657091e-01,5.931649078009364473e-01,5.909001543895748831e-01,3.085792899719074223e-01,4.482161426885357125e-01,7.069672984581423236e-01,5.499280589631618810e-01,1.522184717799597298e-01,8.134189199793888658e-01,4.960083328815436676e-01,2.694552310664447559e-01,3.977118587429671059e-01,5.751109201264205106e-01,3.582826205121228957e-01,5.894984701078637146e-01,6.683923024553545256e-01,1.875426518965482847e-01,5.177047572837961686e-01,7.991670008116291690e-02,1.516988921601518658e-01,6.685155152147913560e-01,3.182141699828663350e-01,9.650494178124746636e-02,2.813933767612420977e-01,7.336387379460299618e-01,1.038211759089989750e-01,6.395189039154787203e-01
6.122162854956733069e-01,1.909251829406577450e-01,8.599192318678130498e-01,4.329618305131950340e-01,7.000251186579732332e-01,5.003266181859334916e-01,7.942294932583755518e-01,7.525504968555007945e-01,5.894819857551517606e-01,6.451531407188959566e-01,4.596480248338757901e-01,8.511935324926807045e-01,6.862992744920229926e-01,3.185647030126518287e-01,8.548788430485210199e-02,2.829626091151125067e-01,3.518665599151296064e-01,1.581952088902961462e-01,4.449122851880175089e-01,8.394667921767701158e-01,7.033829275865677300e-02,1.977930004954563392e-01,6.418671249262414280e-01,9.601863377179706838e-01,8.759894600426798572e-01,4.322026234437005288e-01,7.871535232823639872e-01,5.850154127633900858e-01,8.116111879140120999e-01,8.592614732566289382e-01,3.637414011704276362e-01,2.069280555821442213e-01,2.846109486431974700e-01,1.424095818930602997e-01,1.758557095025616857e-01,3.716923381850610886e-01,4.446723705742143817e-01,6.645981374764832195e-01,8.559606729392704727e-01,8.540440814747320974e-01,6.702062976554926665e-01,6.429871178774246854e-01,4.453075307516594084e-01,2.152834732368592574e-01,9.628744823414914222e-02,5.619904026127674479e-01,4.793159985284097813e-01,4.359906373007660374e-02,7.050193039803033246e-01,4.787801476802910905e-02
4.334394776969436869e-01,9.876220810831075614e-01,7.944557822595565977e-02,4.156273701594523917e-01,6.645128000168761817e-01,6.999021124300786045e-02,9.591902427689612542e-01,6.433252388972271474e-01,4.303597469510533902e-01,2.347376079653495928e-02,9.623542986188745596e-01,3.404965852517977121e-01,1.980196702411648468e-01,6.907786829660219619e-01,5.856447336699416306e-01,4.702134037643739273e-01,3.131575623846603040e-01,4.923059656686470387e-01,9.300547815940309881e-01,3.097022418782657827e-02,6.196658706009093853e-01,5.082910414157297829e-01,5.022773852994183441e-01,6.861109428768241703e-02,9.722284753386709610e-01,5.791865370797768531e-01,4.545028786942745258e-01,1.120602984232377253e-02,4.793914266061733986e-01,2.763565258062847807e-01,3.218281452411019261e-01,4.141757070962881482e-01,6.171071052840357840e-01,9.103232711224562568e-02,5.085716370154771404e-01,9.303292211384046606e-01,7.643590323748697957e-01,7.019662115151648063e-02,7.465152108213154447e-01,2.142997937205144421e-01,5.858430639735490164e-02,5.899187624907153982e-03,3.619424790644557577e-01,3.101315408728874123e-01,1.255232743306328169e-01,5.233050871376024871e-01,5.465981115816683777e-01,9.417023940578647112e-01,5.242073909090372297e-03,4.715438551444706139e-01
1.516080374008749176e-01,4.602715014385916348e-01,1.725860848462672514e-01,1.417136132245307989e-01,2.683920636892732636e-01,5.157688628635148653e-01,7.533038686711200915e-01,8.306182842196722094e-01,7.742690772016770362e-01,2.572472984114747563e-01,4.158036546820973456e-01,4.742731603354933823e-01,4.928473062349734146e-01,7.747076715275877934e-01,9.290225856558184114e-01,1.018032428249590060e-01,2.530145697515835401e-01,4.626183525706880628e-01,3.724841838199278721e-01,7.320420042073800815e-01,4.080651491260968156e-01,5.158110268435091017e-01,4.429592623641225302e-01,1.236005340291782550e-01,5.077404467033529434e-01,1.123337168643502304e-01,4.934244920613705121e-01,6.749170706242240136e-01,2.003334627826973691e-01,6.120220445403381504e-01,3.680310516963725131e-02,4.049426881574642589e-01,7.552642257560899797e-01,6.563617536445336409e-01,1.161883406730325197e-01,3.872392848010366428e-01,3.014224160059847391e-01,5.382955937580338190e-01,6.264185591032822575e-02,6.694666507813311629e-01,9.609395075213726933e-01,3.885272020158724304e-01,3.976840272553938682e-02,3.788560648510085338e-01,2.276199733961790095e-01,7.461994694537334993e-01,4.298287273841069345e-01,2.454108315328610290e-01,5.369466559927190685e-01,7.288802132462365302e-01
6.269201957503763856e-01,3.127193225363905649e-01,5.314242021919157732e-02,6.274581171872916086e-01,2.036149097635743255e-01,7.460601086040627994e-01,8.663110878885312838e-01,4.222278896731634923e-01,1.622238204433203990e-01,1.336963216419218003e-02,5.604174756997641893e-01,6.370351143210573053e-02,6.711382815192576956e-01,6.455003778309809093e-01,6.222559722138825133e-01,8.493314005401281230e-01,3.981480772736301077e-01,3.932071870784207279e-01,3.864440150238812599e-01,6.033831131351656829e-01,8.790693405349193634e-01,2.124660598479992668e-01,1.269105743619827198e-01,4.991753690973883550e-01,7.351196478540035217e-01,8.228032079812084287e-01,8.272032730150465918e-01,2.762564496587188723e-01,8.453524671661234446e-01,4.022838498636377436e-01,9.800072040461388356e-01,8.083969195970661659e-01,4.811942694791736530e-01,3.844734660701600859e-01,2.757622030083447529e-01,9.783004004481907767e-01,7.083801087642133121e-01,9.706880492852268949e-01,5.985471329588316625e-01,1.456693116503693375e-02,4.201686526412139466e-01,5.280984185642414452e-01,1.677925082161634274e-01,5.319158182428727066e-01,1.421310103260726709e-01,7.368552963467184247e-01,3.429689565030901166e-01,2.678981394166632946e-01,5.699511495479819834e-01,3.983912097304567190e-01
5.119830793878688002e-01,5.892690901161340422e-01,2.930435948492609022e-01,1.251574276050984036e-01,4.114326654943838424e-01,8.801746514515534914e-01,6.272747868947570193e-01,3.573347634859461719e-01,4.733706361864696843e-01,5.185910764781161975e-01,3.078124841031593117e-01,3.153587077405649586e-01,3.997165471052641639e-01,1.761621400684196814e-01,6.662135517995732004e-01,5.537465517532201842e-01,3.390264096753085044e-01,5.182919264551347771e-01,6.786075007897072187e-01,7.089295426367644426e-01,9.830565957310379854e-01,8.218509454935005731e-01,8.440787492624042265e-01,6.191319467253879605e-01,5.763719016864501388e-01,9.413928153013511047e-01,4.501488692811707049e-01,4.715020886760774577e-01,6.878616764761993352e-01,9.830577472663502014e-01,5.009310235538262379e-01,8.665407176024594316e-01,4.093118732366276546e-01,2.614393636314410463e-01,1.677453266550382738e-01,8.162401458945288679e-01,7.789745375274139683e-01,6.695824185429376518e-01,3.701070979733499522e-01,3.110260863331979486e-01,1.661893368533454707e-01,6.871101695644821206e-01,3.549833223837745022e-01,1.903015908728278305e-01,3.864175216505487676e-01,2.958510556417859316e-01,2.879475416007976074e-01,6.564189542260775445e-01,3.534868038862450934e-01,4.168392524444345382e-01
